"Read","Total_Sales_Turnover","Total_Export_Turnover","Total_Value_Bad_Debts","Profit_Loss_After_Tax","Bank_name","Bank_Branch_Address","Pincode","Amount_Limit_Sanctioned","Amount_Outstanding","Outstanding_Date","Overdue_Amount","Overdue_Date","NameOfTheInsurance","ValueOfTheExport","BuyerNameOfInsuranceDetails","CreditInformation","NonPayment","StateInfo"
"No","90000012","80000012","80000012","90000012","Deutsche Bank","Amravati","412013","90000012","8001734","2021-10-31","90000012","2021-10-31","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Uttarakhand"
"No","90000013","80000013","80000013","90000013","Development Credit Bank","Aurangabad","412014","90000013","8001735","2021-11-01","90000013","2021-11-01","SBI General ","90000013","SBI General ","14","Test14","West Bengal"
"No","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Bhandara","412015","90000014","8001736","2021-11-02","90000014","2021-11-02","L  T General ","90000014","Reliance General  ","15","Test15","Andhra Pradesh"
"No","90000015","80000015","80000015","90000015","Federal Bank","Bhusawal","412016","90000015","8001737","2021-11-03","90000015","2021-11-03","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Arunachal Pradesh"
"No","90000016","80000016","80000016","90000016","ICICI Bank","Bid","412017","90000016","8001738","2021-11-04","90000016","2021-11-04","Reliance General  ","90000016","Reliance General  ","17","Test17","Assam"
"No","90000017","80000017","80000017","90000017","IDBI Bank","Buldhana","412018","90000017","8001739","2021-11-05","90000017","2021-11-05","IFFCO TOKIO ","90000017","Reliance General  ","18","Test18","Bihar"
"No","90000018","80000018","80000018","90000018","Indian Bank","Chandrapur","412019","90000018","8001740","2021-11-06","90000018","2021-11-06","TATA AIG ","90000018","TATA AIG ","19","Test19","Chhattisgarh"
"No","90000019","80000019","80000019","90000019","Indian Overseas Bank","Daulatabad","412020","90000019","8001741","2021-11-07","90000019","2021-11-07","Bajaj Allianz ","90000019","Bajaj Allianz ","20","Test20","Goa"
"No","90000020","80000020","80000020","90000020","IndusInd Bank","Dhule","412021","90000020","8001742","2021-11-08","90000020","2021-11-08","Cholamandalam MS ","90000020","Cholamandalam MS ","21","Test21","Gujarat"
"No","90000021","80000021","80000021","90000021","ING Vysya Bank","Jalgaon","412022","90000021","8001743","2021-11-09","90000021","2021-11-09","ICICI Lombard ","90000021","ICICI Lombard ","22","Test22","Haryana"
"No","90000022","80000022","80000022","90000022","Jammu and Kashmir Bank","Kalyan","412023","90000022","8001744","2021-11-10","90000022","2021-11-10","HDFC ERGO ","90000022","HDFC ERGO ","23","Test23","Himachal Pradesh"
"No","90000023","80000023","80000023","90000023","Karnataka Bank Ltd","Karli","412024","90000023","8001745","2021-11-11","90000023","2021-11-11","Future Generali India ","90000023","Future Generali India ","24","Test24","Jharkhand"
"No","90000024","80000024","80000024","90000024","Karur Vysya Bank","Kolhapur","412025","90000024","8001746","2021-11-12","90000024","2021-11-12","Universal Sompo ","90000024","Universal Sompo ","25","Test25","Karnataka"
"No","90000025","80000025","80000025","90000025","Kotak Bank","Mahabaleshwar","412026","90000025","8001747","2021-11-13","90000025","2021-11-13","Shriram General ","90000025","Shriram General ","26","Test26","Kerala"
"No","90000026","80000026","80000026","90000026","Laxmi Vilas Bank","Malegaon","412027","90000026","8001748","2021-11-14","90000026","2021-11-14","Bharti AXA General","90000026","Bharti AXA General","27","Test27","Madhya Pradesh"
"No","90000027","80000027","80000027","90000027","Oriental Bank of Commerce","Matheran","412028","90000027","8001749","2021-10-21","90000027","2021-10-21","Raheja QBE ","90000027","Raheja QBE ","28","Test28","Maharashtra"
"No","90000028","80000028","80000028","90000028","Punjab National Bank  Corporate Banking","Mumbai","412029","90000028","8001750","2021-10-22","90000028","2021-10-22","SBI General ","90000028","SBI General ","29","Test29","Manipur"
"No","90000029","80000029","80000029","90000029","Punjab National Bank  Retail Banking","Nagpur","412030","90000029","8001751","2021-10-23","90000029","2021-10-23","L  T General ","90000029","Reliance General  ","30","Test30","Meghalaya"
"No","90000030","80000030","80000030","90000030","Punjab Sind Bank","Nanded","412031","90000030","8001752","2021-10-24","90000030","2021-10-24","Royal Sundaram  ","90000030","Royal Sundaram  ","31","Test31","Mizoram"
"No","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Nashik","412032","90000031","8001753","2021-10-25","90000031","2021-10-25","Reliance General  ","90000031","Reliance General  ","32","Test32","Nagaland"
"No","90000032","80000032","80000032","90000032","South Indian Bank","Osmanabad","412033","90000032","8001754","2021-10-26","90000032","2021-10-26","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Odisha"
"No","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Pandharpur","412034","90000033","8001755","2021-10-27","90000033","2021-10-27","TATA AIG ","90000033","TATA AIG ","34","Test34","Punjab"
"No","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Parbhani","412035","90000034","8001756","2021-10-28","90000034","2021-10-28","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Rajasthan"
"No","90000035","80000035","80000035","90000035","State Bank of India","Pune","412036","90000035","8001757","2021-10-29","90000035","2021-10-29","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Sikkim"
"No","90000036","80000036","80000036","90000036","State Bank of Mysore","Ratnagiri","412037","90000036","8001758","2021-10-30","90000036","2021-10-30","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Tamil Nadu"
"No","90000037","80000037","80000037","90000037","State Bank of Patiala","Sangli","412038","90000037","8001759","2021-10-31","90000037","2021-10-31","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Telangana"
"No","90000038","80000038","80000038","90000038","State Bank of Travancore","Satara","412039","90000038","8001760","2021-11-01","90000038","2021-11-01","Future Generali India ","90000038","Future Generali India ","39","Test39","Tripura"
"No","90000039","80000039","80000039","90000039","Syndicate Bank","Sevagram","412040","90000039","8001761","2021-11-02","90000039","2021-11-02","Universal Sompo ","90000039","Universal Sompo ","40","Test40","Uttar Pradesh"
"No","90000040","80000040","80000040","90000040","Tamilnad Mercantile Bank Ltd","Solapur","412041","90000040","8001762","2021-11-03","90000040","2021-11-03","Shriram General ","90000040","Shriram General ","41","Test41","Uttarakhand"
"No","90000041","80000041","80000041","90000041","UCO Bank","Thane","412042","90000041","8001763","2021-11-04","90000041","2021-11-04","Bharti AXA General","90000041","Bharti AXA General","42","Test42","West Bengal"
"No","90000000","80000000","80000000","90000000","Allahabad Bank","Ulhasnagar","412001","90000000","8001764","2021-11-05","90000000","2021-11-05","Royal Sundaram  ","90000000","Royal Sundaram  ","1","Test1","Andhra Pradesh"
"No","90000001","80000001","80000001","90000001","Andhra Bank","Vasai Virar","412002","90000001","8001765","2021-11-06","90000001","2021-11-06","Reliance General  ","90000001","Reliance General  ","2","Test2","Arunachal Pradesh"
"No","90000002","80000002","80000002","90000002","Axis Bank","Wardha","412003","90000002","8001766","2021-11-07","90000002","2021-11-07","IFFCO TOKIO ","90000002","TATA AIG ","3","Test3","Assam"
"No","90000003","80000003","80000003","90000003","Bank of Bahrain and Kuwait","Yavatmal","412004","90000003","8001767","2021-11-08","90000003","2021-11-08","TATA AIG ","90000003","TATA AIG ","4","Test4","Bihar"
"No","90000004","80000004","80000004","90000004","Bank of Baroda","Bhandara","412005","90000004","8001768","2021-11-09","90000004","2021-11-09","Bajaj Allianz ","90000004","Bajaj Allianz ","5","Test5","Chhattisgarh"
"No","90000005","80000005","80000005","90000005","Bank of Baroda  Retail Banking","Bhusawal","412006","90000005","8001769","2021-11-10","90000005","2021-11-10","Cholamandalam MS ","90000005","Cholamandalam MS ","6","Test6","Goa"
"No","90000006","80000006","80000006","90000006","Bank of India","Bid","412007","90000006","8001770","2021-11-11","90000006","2021-11-11","ICICI Lombard ","90000006","ICICI Lombard ","7","Test7","Gujarat"
"No","90000007","80000007","80000007","90000007","Bank of Maharashtra","Buldhana","412008","90000007","8001771","2021-11-12","90000007","2021-11-12","HDFC ERGO ","90000007","HDFC ERGO ","8","Test8","Haryana"
"No","90000008","80000008","80000008","90000008","Canara Bank","Chandrapur","412009","90000008","8001772","2021-11-13","90000008","2021-11-13","Future Generali India ","90000008","Future Generali India ","9","Test9","Himachal Pradesh"
"No","90000009","80000009","80000009","90000009","Central Bank of India","Daulatabad","412010","90000009","8001773","2021-10-21","90000009","2021-10-21","Universal Sompo ","90000009","Universal Sompo ","10","Test10","Jharkhand"
"No","90000010","80000010","80000010","90000010","City Union Bank","Dhule","412011","90000010","8001774","2021-10-21","90000010","2021-10-21","Shriram General ","90000010","Shriram General ","11","Test11","Karnataka"
"No","90000011","80000011","80000011","90000011","Corporation Bank","Jalgaon","412012","90000011","8001775","2021-10-21","90000011","2021-10-21","Bharti AXA General","90000011","Bharti AXA General","12","Test12","Kerala"
"No","90000012","80000012","80000012","90000012","Deutsche Bank","Kalyan","412013","90000012","8001776","2021-10-21","90000012","2021-10-21","Raheja QBE ","90000012","Raheja QBE ","13","Test13","Madhya Pradesh"
"No","90000013","80000013","80000013","90000013","Development Credit Bank","Karli","412014","90000013","8001777","2021-10-21","90000013","2021-10-21","SBI General ","90000013","SBI General ","14","Test14","Maharashtra"
"No","90000014","80000014","80000014","90000014","Dhanlaxmi Bank","Kolhapur","412015","90000014","8001778","2021-10-21","90000014","2021-10-21","L  T General ","90000014","Reliance General  ","15","Test15","Manipur"
"No","90000015","80000015","80000015","90000015","Federal Bank","Mahabaleshwar","412016","90000015","8001779","2021-10-22","90000015","2021-10-22","Royal Sundaram  ","90000015","Royal Sundaram  ","16","Test16","Meghalaya"
"No","90000016","80000016","80000016","90000016","ICICI Bank","Malegaon","412017","90000016","8001780","2021-10-23","90000016","2021-10-23","Reliance General  ","90000016","Reliance General  ","17","Test17","Mizoram"
"No","90000017","80000017","80000017","90000017","IDBI Bank","Matheran","412018","90000017","8001781","2021-10-24","90000017","2021-10-24","IFFCO TOKIO ","90000017","Reliance General  ","18","Test18","Nagaland"
"No","90000018","80000018","80000018","90000018","Indian Bank","Mumbai","412019","90000018","8001782","2021-10-25","90000018","2021-10-25","TATA AIG ","90000018","TATA AIG ","19","Test19","Odisha"
"No","90000019","80000019","80000019","90000019","Indian Overseas Bank","Nagpur","412020","90000019","8001783","2021-10-26","90000019","2021-10-26","Bajaj Allianz ","90000019","Bajaj Allianz ","20","Test20","Punjab"
"No","90000020","80000020","80000020","90000020","IndusInd Bank","Nanded","412021","90000020","8001784","2021-10-27","90000020","2021-10-27","Cholamandalam MS ","90000020","Cholamandalam MS ","21","Test21","Rajasthan"
"No","90000021","80000021","80000021","90000021","ING Vysya Bank","Nashik","412022","90000021","8001785","2021-10-28","90000021","2021-10-28","ICICI Lombard ","90000021","ICICI Lombard ","22","Test22","Sikkim"
"No","90000022","80000022","80000022","90000022","Jammu and Kashmir Bank","Osmanabad","412023","90000022","8001786","2021-10-29","90000022","2021-10-29","HDFC ERGO ","90000022","HDFC ERGO ","23","Test23","Tamil Nadu"
"No","90000023","80000023","80000023","90000023","Karnataka Bank Ltd","Pandharpur","412024","90000023","8001787","2021-10-30","90000023","2021-10-30","Future Generali India ","90000023","Future Generali India ","24","Test24","Telangana"
"No","90000024","80000024","80000024","90000024","Karur Vysya Bank","Parbhani","412025","90000024","8001788","2021-10-31","90000024","2021-10-31","Universal Sompo ","90000024","Universal Sompo ","25","Test25","Tripura"
"No","90000025","80000025","80000025","90000025","Kotak Bank","Pune","412026","90000025","8001789","2021-11-01","90000025","2021-11-01","Shriram General ","90000025","Shriram General ","26","Test26","Uttar Pradesh"
"No","90000026","80000026","80000026","90000026","Laxmi Vilas Bank","Ratnagiri","412027","90000026","8001790","2021-11-02","90000026","2021-11-02","Bharti AXA General","90000026","Bharti AXA General","27","Test27","Uttarakhand"
"No","90000027","80000027","80000027","90000027","Oriental Bank of Commerce","Sangli","412028","90000027","8001791","2021-11-03","90000027","2021-11-03","Raheja QBE ","90000027","Raheja QBE ","28","Test28","West Bengal"
"No","90000028","80000028","80000028","90000028","Punjab National Bank  Corporate Banking","Satara","412029","90000028","8001792","2021-11-04","90000028","2021-11-04","SBI General ","90000028","SBI General ","29","Test29","Andhra Pradesh"
"No","90000029","80000029","80000029","90000029","Punjab National Bank  Retail Banking","Sevagram","412030","90000029","8001793","2021-11-05","90000029","2021-11-05","L  T General ","90000029","Reliance General  ","30","Test30","Arunachal Pradesh"
"No","90000030","80000030","80000030","90000030","Punjab Sind Bank","Solapur","412031","90000030","8001794","2021-11-06","90000030","2021-11-06","Royal Sundaram  ","90000030","Royal Sundaram  ","31","Test31","Assam"
"No","90000031","80000031","80000031","90000031","Shamrao Vitthal Cooperative Bank","Thane","412032","90000031","8001795","2021-11-07","90000031","2021-11-07","Reliance General  ","90000031","Reliance General  ","32","Test32","Bihar"
"No","90000032","80000032","80000032","90000032","South Indian Bank","Osmanabad","412033","90000032","8001796","2021-11-08","90000032","2021-11-08","IFFCO TOKIO ","90000032","Reliance General  ","33","Test33","Chhattisgarh"
"No","90000033","80000033","80000033","90000033","State Bank of Bikaner Jaipur","Pandharpur","412034","90000033","8001797","2021-11-09","90000033","2021-11-09","TATA AIG ","90000033","TATA AIG ","34","Test34","Goa"
"No","90000034","80000034","80000034","90000034","State Bank of Hyderabad","Parbhani","412035","90000034","8001798","2021-11-10","90000034","2021-11-10","Bajaj Allianz ","90000034","Bajaj Allianz ","35","Test35","Gujarat"
"No","90000035","80000035","80000035","90000035","State Bank of India","Pune","412036","90000035","8001799","2021-11-11","90000035","2021-11-11","Cholamandalam MS ","90000035","Cholamandalam MS ","36","Test36","Haryana"
"No","90000036","80000036","80000036","90000036","State Bank of Mysore","Ratnagiri","412037","90000036","8001800","2021-11-12","90000036","2021-11-12","ICICI Lombard ","90000036","ICICI Lombard ","37","Test37","Himachal Pradesh"
"No","90000037","80000037","80000037","90000037","State Bank of Patiala","Sangli","412038","90000037","8001801","2021-11-13","90000037","2021-11-13","HDFC ERGO ","90000037","HDFC ERGO ","38","Test38","Jharkhand"
"No","90000038","80000038","80000038","90000038","State Bank of Travancore","Satara","412039","90000038","8001802","2021-11-14","90000038","2021-11-14","Future Generali India ","90000038","Future Generali India ","39","Test39","Karnataka"
